,Date,Open,High,Low,Close,Volume
59,15-Jun-17,143.32,144.48,142.21,144.29,32165373
60,14-Jun-17,147.5,147.5,143.84,145.16,31531232
61,13-Jun-17,147.16,147.45,145.15,146.59,34165445
62,12-Jun-17,145.74,146.09,142.51,145.42,72307330
63,9-Jun-17,155.19,155.19,146.02,148.98,64882657
64,8-Jun-17,155.25,155.54,154.4,154.99,21250798
65,7-Jun-17,155.02,155.98,154.48,155.37,21069647
66,6-Jun-17,153.9,155.81,153.78,154.45,26624926
67,5-Jun-17,154.34,154.45,153.46,153.93,25331662
68,2-Jun-17,153.58,155.45,152.89,155.45,27770715
69,1-Jun-17,153.17,153.33,152.22,153.18,16404088
70,31-May-17,153.97,154.17,152.38,152.76,24451164
71,30-May-17,153.42,154.43,153.33,153.67,20126851
72,26-May-17,154.0,154.24,153.31,153.61,21927637
73,25-May-17,153.73,154.35,153.03,153.87,19235598
74,24-May-17,153.84,154.17,152.67,153.34,19219154
75,23-May-17,154.9,154.9,153.31,153.8,19918871
76,22-May-17,154.0,154.58,152.91,153.99,22966437
77,19-May-17,153.38,153.98,152.63,153.06,26960788
78,18-May-17,151.27,153.34,151.13,152.54,33568215
79,17-May-17,153.6,154.57,149.71,150.25,50767678
80,16-May-17,155.94,156.06,154.72,155.47,20048478
81,15-May-17,156.01,156.65,155.05,155.7,26009719
82,12-May-17,154.7,156.42,154.67,156.1,32527017
83,11-May-17,152.45,154.07,152.31,153.95,27255058
84,10-May-17,153.63,153.94,152.11,153.26,25805692
85,9-May-17,153.87,154.88,153.45,153.99,39130363
86,8-May-17,149.03,153.7,149.03,153.01,48752413
87,5-May-17,146.76,148.98,146.76,148.96,27327725
88,4-May-17,146.52,147.14,145.81,146.53,23371872
89,3-May-17,145.59,147.49,144.27,147.06,45697034
90,2-May-17,147.54,148.09,146.84,147.51,45352194
91,1-May-17,145.1,147.2,144.96,146.58,33602943
92,28-Apr-17,144.09,144.3,143.27,143.65,20860358
93,27-Apr-17,143.92,144.16,143.31,143.79,14246347
94,26-Apr-17,144.47,144.6,143.38,143.68,20041241
95,25-Apr-17,143.91,144.9,143.87,144.53,18871501
96,24-Apr-17,143.5,143.95,143.18,143.64,17134333
97,21-Apr-17,142.44,142.68,141.85,142.27,17320928
98,20-Apr-17,141.22,142.92,141.16,142.44,23319562
99,19-Apr-17,141.88,142.0,140.45,140.68,17328375
100,18-Apr-17,141.41,142.04,141.11,141.2,14697544
101,17-Apr-17,141.48,141.88,140.87,141.83,16582094
102,13-Apr-17,141.91,142.38,141.05,141.05,17822880
103,12-Apr-17,141.6,142.15,141.01,141.8,20350000
104,11-Apr-17,142.94,143.35,140.06,141.63,30379376
105,10-Apr-17,143.6,143.88,142.9,143.17,18933397
106,7-Apr-17,143.73,144.18,143.27,143.34,16672198
107,6-Apr-17,144.29,144.52,143.45,143.66,21149034
108,5-Apr-17,144.22,145.46,143.81,144.02,27717854
109,4-Apr-17,143.25,144.89,143.17,144.77,19891354
110,3-Apr-17,143.71,144.12,143.05,143.7,19985714
111,31-Mar-17,143.72,144.27,143.01,143.66,19661651
112,30-Mar-17,144.19,144.5,143.5,143.93,21207252
113,29-Mar-17,143.68,144.49,143.19,144.12,29189955
114,28-Mar-17,140.91,144.04,140.62,143.8,33374805
115,27-Mar-17,139.39,141.22,138.62,140.88,23575094
116,24-Mar-17,141.5,141.74,140.35,140.64,22395563
117,23-Mar-17,141.26,141.58,140.61,140.92,20346301
118,22-Mar-17,139.84,141.6,139.76,141.42,25860165
119,21-Mar-17,142.11,142.8,139.73,139.84,39529912
120,20-Mar-17,140.4,141.5,140.23,141.46,21542038
121,17-Mar-17,141.0,141.0,139.89,139.99,43884952
122,16-Mar-17,140.72,141.02,140.26,140.69,19231998
123,15-Mar-17,139.41,140.75,139.02,140.46,25691774
124,14-Mar-17,139.3,139.65,138.84,138.99,15309065
125,13-Mar-17,138.85,139.43,138.82,139.2,17421717
126,10-Mar-17,139.25,139.36,138.64,139.14,19612801
127,9-Mar-17,138.74,138.79,137.05,138.68,22155904
128,8-Mar-17,138.95,139.8,138.82,139.0,18707236
129,7-Mar-17,139.06,139.98,138.79,139.52,17446297
130,6-Mar-17,139.36,139.77,138.6,139.34,21750044
131,3-Mar-17,138.78,139.83,138.59,139.78,21571121
132,2-Mar-17,140.0,140.28,138.76,138.96,26210984
133,1-Mar-17,137.89,140.15,137.6,139.79,36414585
134,28-Feb-17,137.08,137.44,136.7,136.99,23482860
135,27-Feb-17,137.14,137.44,136.28,136.93,20257426
136,24-Feb-17,135.91,136.66,135.28,136.66,21776585
137,23-Feb-17,137.38,137.48,136.3,136.53,20788186
138,22-Feb-17,136.43,137.12,136.11,137.11,20836932
139,21-Feb-17,136.23,136.75,135.98,136.7,24507156
140,17-Feb-17,135.1,135.83,135.1,135.72,22198197
141,16-Feb-17,135.67,135.9,134.84,135.34,22584555
142,15-Feb-17,135.52,136.27,134.62,135.51,35623100
143,14-Feb-17,133.47,135.09,133.25,135.02,33226223
144,13-Feb-17,133.08,133.82,132.75,133.29,23035421
145,10-Feb-17,132.46,132.94,132.05,132.12,20065458
146,9-Feb-17,131.65,132.44,131.12,132.42,28349859
147,8-Feb-17,131.35,132.22,131.22,132.04,23004072
148,7-Feb-17,130.54,132.09,130.45,131.53,38183841
149,6-Feb-17,129.13,130.5,128.9,130.29,26845924
150,3-Feb-17,128.31,129.19,128.16,129.08,24507301
151,2-Feb-17,127.98,129.39,127.78,128.53,33710411
152,1-Feb-17,127.03,130.49,127.01,128.75,111985040
153,31-Jan-17,121.15,121.39,120.62,121.35,49200993
154,30-Jan-17,120.93,121.63,120.66,121.63,30377503
155,27-Jan-17,122.14,122.35,121.6,121.95,20562944
156,26-Jan-17,121.67,122.44,121.6,121.94,26337576
157,25-Jan-17,120.42,122.1,120.28,121.88,32586673
158,24-Jan-17,119.55,120.1,119.5,119.97,23211038
159,23-Jan-17,120.0,120.81,119.77,120.08,22050218
160,20-Jan-17,120.45,120.45,119.73,120.0,32597892
161,19-Jan-17,119.4,120.09,119.37,119.78,25597291
162,18-Jan-17,120.0,120.5,119.71,119.99,23712961
163,17-Jan-17,118.34,120.24,118.22,120.0,34439843
164,13-Jan-17,119.11,119.62,118.81,119.04,26111948
165,12-Jan-17,118.9,119.3,118.21,119.25,27086220
166,11-Jan-17,118.74,119.93,118.6,119.75,27588593
167,10-Jan-17,118.77,119.38,118.3,119.11,24462051
168,9-Jan-17,117.95,119.43,117.94,118.99,33561948
169,6-Jan-17,116.78,118.16,116.47,117.91,31751900
170,5-Jan-17,115.92,116.86,115.81,116.61,22193587
171,4-Jan-17,115.85,116.51,115.75,116.02,21118116
172,3-Jan-17,115.8,116.33,114.76,116.15,28781865
